UMAP1	UMAP2	SeuratCluster	orig_ident	timepoint
batch1.U2iMeLC_1180	2.49793696403503	9.39207077026367	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1181	7.28830146789551	8.4817590713501	12	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1182	6.97257375717163	7.46972990036011	12	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1183	3.67076826095581	9.3241605758667	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1184	1.25218558311462	7.50797653198242	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1185	6.73402643203735	9.86821269989014	12	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1186	1.90614926815033	7.47031354904175	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1187	1.17094027996063	9.5109224319458	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1188	-7.56027555465698	2.19924187660217	4	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1189	-0.352487742900848	8.71950340270996	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1190	5.50046300888062	6.63127470016479	12	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1191	7.70544147491455	8.15107536315918	12	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1192	7.28994607925415	9.31669998168945	12	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1193	6.43824434280396	9.60437679290771	12	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1194	0.201510697603226	9.59176445007324	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1195	1.16156232357025	8.08086585998535	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1196	2.03687310218811	8.45089721679688	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1197	1.48230350017548	10.2618808746338	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1198	0.783542931079865	11.0257501602173	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1199	-0.350548297166824	8.15459728240967	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1200	5.98119926452637	8.92823886871338	12	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1201	0.612793266773224	8.28634262084961	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1202	1.82848703861237	8.12475967407227	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1203	-1.21480906009674	4.40898847579956	6	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1205	-0.116731882095337	9.29069042205811	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1206	1.69078123569489	9.58488273620605	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1208	-0.611766457557678	9.00725269317627	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1209	2.11876821517944	10.0805139541626	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1210	2.68967628479004	10.4131727218628	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1211	2.25161170959473	10.1178865432739	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1212	7.14970970153809	8.58068370819092	12	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1213	7.15541648864746	9.45468997955322	12	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1214	3.1601095199585	7.94072437286377	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1215	6.56976413726807	9.34200000762939	12	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1216	1.94385814666748	9.18650150299072	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1217	4.23367309570312	5.48926019668579	14	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1218	2.69753551483154	9.97296047210693	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1219	-7.65717840194702	3.89459371566772	4	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1220	0.556808948516846	7.02434825897217	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1222	2.53672313690186	10.5613384246826	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1223	0.0844493359327316	7.81462574005127	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1224	6.54173374176025	8.74436855316162	12	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1225	1.60995769500732	9.46290683746338	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1226	2.87489914894104	8.15805721282959	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1227	-0.10362009704113	7.72879266738892	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1228	-0.12030528485775	7.58788347244263	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1229	2.46546387672424	10.3418350219727	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1230	-8.32650470733643	1.91143703460693	4	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1231	1.29148948192596	7.84741258621216	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1232	1.92632794380188	10.4312763214111	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1233	-7.95968294143677	2.78875803947449	4	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1234	2.56187105178833	10.2798652648926	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1235	-0.478221446275711	8.38790130615234	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1236	0.0836857631802559	8.79203796386719	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1237	2.18235206604004	9.18416309356689	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1238	0.737874031066895	9.53361511230469	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1239	2.19736528396606	11.2792434692383	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1240	-11.3290128707886	1.62962305545807	4	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1241	-9.59854030609131	1.769362449646	4	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1242	6.47421789169312	7.04297256469727	12	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1243	0.539885103702545	8.55561542510986	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1244	1.46276354789734	10.3936185836792	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1245	-0.4557204246521	9.07984924316406	7	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1246	-8.14127445220947	2.24069833755493	4	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1247	1.93314051628113	8.54899024963379	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1248	0.819264769554138	8.99040699005127	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1249	7.72821664810181	6.83990335464478	12	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1250	3.00421953201294	8.87003231048584	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1251	-9.57698822021484	3.60585379600525	4	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1252	6.89204502105713	10.117901802063	12	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1253	0.299315571784973	8.44492149353027	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1254	6.0080714225769	9.0251989364624	12	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1255	6.96273183822632	9.91855525970459	12	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1256	-7.75232934951782	3.42616128921509	4	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1257	1.27796709537506	9.05440330505371	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1258	1.47750246524811	8.98761653900146	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1259	3.4371542930603	8.6983699798584	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1260	0.0563952773809433	6.12911987304688	12	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1261	1.29284989833832	9.56442642211914	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1262	0.93413507938385	7.71827697753906	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1263	2.24418258666992	9.14771270751953	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1264	7.33178234100342	7.33097553253174	12	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1265	2.10141086578369	8.67213153839111	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1266	7.67243337631226	8.36178398132324	12	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1267	-8.08727931976318	3.29507327079773	4	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1268	-8.98168087005615	1.53400230407715	4	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1269	-8.4212007522583	3.14852046966553	4	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1270	0.496679574251175	7.5558009147644	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1271	5.92753314971924	8.55622005462646	12	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1272	-10.7183322906494	1.97553563117981	4	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1273	-0.597129583358765	9.22610664367676	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1274	6.62399053573608	9.22798252105713	12	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1275	1.35005581378937	10.1782197952271	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1276	3.31128215789795	7.83721113204956	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1277	0.867068886756897	8.6074047088623	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1278	6.18038320541382	8.72853183746338	12	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1279	0.757605493068695	8.56594848632812	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1280	-8.06376171112061	2.33557820320129	4	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1281	1.59777438640594	10.6578493118286	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1282	2.22427773475647	9.88541221618652	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1283	6.74362659454346	7.90413284301758	12	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1284	1.94765186309814	9.84557437896729	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1285	2.16172885894775	10.9251279830933	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1286	6.45972681045532	8.57176685333252	12	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1287	-8.8455171585083	3.29434633255005	4	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1288	1.18087124824524	8.79605197906494	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1289	0.0264963544905186	9.14722728729248	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1290	2.82352948188782	6.19468832015991	14	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1291	7.00358867645264	6.9797420501709	12	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1292	0.424782156944275	7.9246244430542	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1293	1.68256938457489	9.96039772033691	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1294	-8.82579040527344	3.10189533233643	4	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1295	-11.9003267288208	2.38099598884583	4	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1296	7.55954456329346	9.53195762634277	12	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1297	-0.224600359797478	7.73704051971436	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1298	6.27146148681641	9.59152984619141	12	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1299	-7.7899284362793	2.85593748092651	4	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1300	1.33745157718658	7.60078716278076	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1301	1.30176854133606	10.274582862854	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1302	3.89445471763611	8.20318126678467	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1303	6.54288101196289	7.43924617767334	12	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1304	1.05121731758118	7.78344440460205	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1305	2.70006728172302	9.49009990692139	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1306	-0.423124104738235	7.95008420944214	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1307	2.24490737915039	10.7644853591919	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1308	1.99157059192657	9.81791305541992	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1309	1.65814805030823	8.51210975646973	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1310	0.269170045852661	8.59193325042725	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1311	0.176763758063316	7.35317945480347	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1312	2.67513728141785	10.8780088424683	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1313	6.8397536277771	9.67592620849609	12	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1314	7.65498113632202	6.99610805511475	12	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1315	3.22781586647034	8.61272525787354	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1316	1.37172770500183	9.32163619995117	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1317	2.27330422401428	9.47739505767822	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1318	-8.72169780731201	1.96404433250427	4	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1319	2.1356155872345	11.4236297607422	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1320	2.50799679756165	9.9299201965332	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1321	-0.437908172607422	9.37918472290039	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1322	2.59444689750671	9.40279388427734	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1323	4.09421443939209	7.70380210876465	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1324	1.09042167663574	8.64709854125977	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1325	7.51888561248779	9.16158103942871	12	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1326	2.66435885429382	10.1691398620605	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1327	-0.164716765284538	9.32233715057373	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1328	-7.90242195129395	3.21498894691467	4	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1329	0.724745094776154	7.57368898391724	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1330	-8.18745136260986	2.80326509475708	4	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1331	3.13998007774353	8.8093376159668	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1332	3.38167357444763	8.7452974319458	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1333	-8.38757801055908	1.95800340175629	4	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1334	0.527172148227692	10.3298015594482	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1335	7.2467041015625	10.0030956268311	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1336	3.16541314125061	9.6840763092041	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1337	-0.579013764858246	9.32507705688477	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1338	-7.38787651062012	3.27417898178101	4	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1339	0.950795710086823	10.4359979629517	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1340	2.94879770278931	8.60771560668945	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1341	0.686384499073029	7.34792327880859	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1342	2.22783970832825	9.34826850891113	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1343	-0.63078773021698	6.87573909759521	7	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1344	-7.7655816078186	2.77242803573608	4	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1345	-0.191724628210068	8.89540576934814	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1346	1.74528610706329	7.97016668319702	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1347	2.92155694961548	9.22977066040039	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1348	-10.569109916687	2.03837847709656	4	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1349	7.94024419784546	9.1980562210083	12	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1350	-7.7505784034729	2.52822589874268	4	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1351	2.179114818573	11.3423309326172	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1352	6.97309589385986	9.72318077087402	12	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1353	0.121974274516106	9.22451591491699	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1354	7.41024875640869	9.80012607574463	12	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1355	1.77061724662781	10.6221122741699	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1356	2.99486589431763	9.58710193634033	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1357	0.979526579380035	7.86556720733643	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1358	8.04704284667969	9.30546474456787	12	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1359	0.355221658945084	10.1134147644043	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1360	1.02725338935852	10.9780492782593	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1361	6.39068841934204	9.77762031555176	12	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1362	-7.74365472793579	2.93742275238037	4	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1363	-0.475154101848602	9.11936950683594	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1364	-8.72468376159668	2.44998264312744	4	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1365	-7.57922792434692	3.02085733413696	4	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1366	2.43810510635376	10.6862106323242	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1367	8.26099395751953	7.03582763671875	12	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1368	3.35013365745544	7.68831920623779	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1369	-0.223741084337234	7.45752143859863	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1370	0.0851727798581123	6.53396272659302	12	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1371	4.4629373550415	8.115891456604	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1372	2.1389172077179	7.41645431518555	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1373	-7.74203443527222	2.69807982444763	4	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1374	1.33152556419373	8.57938480377197	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1375	4.14591264724731	7.92823314666748	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1376	-0.250863522291183	10.0224876403809	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1377	1.00881719589233	9.32950592041016	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1378	6.21892404556274	9.91576385498047	12	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1379	-7.53081798553467	2.76859736442566	4	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1380	1.68081176280975	9.11126804351807	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1381	-0.262740910053253	8.88478565216064	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1382	2.13867330551147	11.2119569778442	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1383	6.82818031311035	7.7020001411438	12	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1384	5.87498331069946	9.6052360534668	12	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1385	7.17733907699585	9.48482704162598	12	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1386	2.58715152740479	11.1220169067383	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1387	1.55509233474731	11.0288772583008	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1388	0.598049342632294	7.61391735076904	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1389	-9.24662685394287	3.44029402732849	4	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1390	0.863713324069977	6.96456384658813	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1391	2.56951189041138	9.46145439147949	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1392	0.0959151685237885	5.94262886047363	12	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1393	3.35690784454346	9.93011379241943	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1394	2.27130389213562	10.6899709701538	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1395	7.74823188781738	7.18902349472046	12	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1396	-7.42580270767212	3.33232116699219	4	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1397	-8.35430240631104	1.64189732074738	4	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1398	0.763292491436005	7.16168165206909	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1399	4.31189489364624	7.0475926399231	4	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1400	4.64993047714233	5.62727117538452	14	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1401	-8.67255687713623	2.17460489273071	4	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1403	2.71697926521301	10.0262880325317	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1404	6.47771024703979	9.77027320861816	12	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1405	-11.5478982925415	1.98478710651398	4	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1406	3.04380369186401	8.19277763366699	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1407	-9.92693138122559	2.39721632003784	4	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1408	-9.75061511993408	2.02529978752136	4	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1409	2.65396785736084	10.034740447998	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1410	2.62513208389282	7.92580938339233	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1411	7.66758728027344	8.80360698699951	12	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1412	1.78065586090088	11.5890617370605	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1413	1.74623107910156	8.69912528991699	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1414	6.88024425506592	9.47269439697266	12	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1415	2.99447226524353	8.48815727233887	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1416	-7.63502216339111	2.60754442214966	4	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1417	-8.73231601715088	2.63991117477417	4	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1418	7.02791976928711	9.83179759979248	12	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1419	2.38862276077271	11.217095375061	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1420	-8.32564544677734	3.21593427658081	4	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1421	2.06121754646301	9.16787052154541	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1422	3.42537975311279	7.74370527267456	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1423	6.38927698135376	8.86768245697021	12	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1424	5.87910509109497	8.78496646881104	12	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1425	3.30974555015564	7.89407205581665	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1426	-8.21114063262939	2.29126906394958	4	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1427	0.431330919265747	9.66766262054443	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1428	1.21514689922333	8.28064632415771	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1429	2.65810108184814	8.32302474975586	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1430	0.341623216867447	10.289381980896	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1431	0.851653158664703	9.64059829711914	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1432	4.08838558197021	7.96135520935059	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1433	-8.15380191802979	1.93691349029541	4	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1434	0.303896874189377	11.4233198165894	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1435	7.13657808303833	9.50509262084961	12	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1436	-0.231146544218063	6.433997631073	7	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1437	6.41436624526978	8.35630989074707	12	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1438	2.32686138153076	9.40056705474854	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1439	-9.18823337554932	1.92321920394897	4	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1440	-0.510962724685669	8.36099815368652	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1441	2.56437945365906	10.7278060913086	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1442	2.41406631469727	7.5713267326355	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1443	1.33533895015717	9.3897762298584	1	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1444	-8.14672660827637	3.23906898498535	4	batch1.U2iMeLC	U2iMeLC
batch1.U2iMeLC_1445	1.58882188796997	11.3936643600464	1	batch1.U2iMeLC	U2iMeLC
